"Period","Country group","Subgroup","Commercial partner","Commodities (text)","Suppl. unit","Traffic direction","Suppl. qty","Kilogram (kg)","CHF"
"2025 02",,,"BG - Bulgaria","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,46,3817628
"2025 02",,,"BR - Brazil","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,2100,140102277
"2025 02",,,"CA - Canada","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,14285,1047769567
"2025 02",,,"CA - Canada","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,553,46925586
"2025 02",,,"CI - Côte d'Ivoire","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,4508,268046771
"2025 02",,,"CL - Chile","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,16231,75835565
"2025 02",,,"CN - China","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,7202,601673854
"2025 02",,,"CO - Colombia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,198,13595428
"2025 02",,,"CZ - Czechia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,70,5995857
"2025 02",,,"DE - Germany","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,9699,723376092
"2025 02",,,"DE - Germany","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,5416,448963820
"2025 02",,,"DK - Denmark","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,3,182530
"2025 02",,,"DK - Denmark","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,4,321942
"2025 02",,,"EC - Ecuador","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,214,13048727
"2025 02",,,"EE - Estonia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,2,83780
"2025 02",,,"EE - Estonia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,309,26072016
"2025 02",,,"EG - Egypt","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1491,105172110
"2025 02",,,"EG - Egypt","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,45,3874554
"2025 02",,,"ES - Spain","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1282,89182949
"2025 02",,,"FI - Finland","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,912,72938485
"2025 02",,,"FR - France","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1737,103683934
"2025 02",,,"FR - France","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,2117,147233106
"2025 02",,,"GB - United Kingdom","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,8881,702244932
"2025 02",,,"GB - United Kingdom","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,26181,2197735392
"2025 02",,,"GE - Georgia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,212,8411652
"2025 02",,,"GH - Ghana","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,5451,409409180
"2025 02",,,"GL - Greenland","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,4,324704
"2025 02",,,"GR - Greece","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,20,1547062
"2025 02",,,"HK - Hong Kong","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,14452,1227312162
"2025 02",,,"HK - Hong Kong","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,264,22270801
"2025 02",,,"HN - Honduras","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,190,13574224
"2025 02",,,"IN - India","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,1419,114278660
"2025 02",,,"IT - Italy","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,2910,200609711
"2025 02",,,"IT - Italy","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,3364,271245964
"2025 02",,,"JO - Jordan","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,284,20034450
"2025 02",,,"JP - Japan","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,3550,300408348
"2025 02",,,"JP - Japan","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,2,251919
"2025 02",,,"KG - Kyrgyzstan","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,443,36452293
"2025 02",,,"KR - Korea (South)","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,58,5008569
"2025 02",,,"KR - Korea (South)","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,1050,88808081
"2025 02",,,"KZ - Kazakhstan","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,2639,219141893
"2025 02",,,"LB - Lebanon","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1187,96536369
"2025 02",,,"LB - Lebanon","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,385,30571535
"2025 02",,,"LR - Liberia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,941,74679682
"2025 02",,,"LT - Lithuania","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,22,1891900
"2025 02",,,"LU - Luxembourg","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,104,8145805
"2025 02",,,"LU - Luxembourg","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,5,381090
"2025 02",,,"LV - Latvia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,10,606149
"2025 02",,,"MK - North Macedonia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,6,513442
"2025 02",,,"ML - Mali","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,74,4983907
"2025 02",,,"MR - Mauritania","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,899,67967373
"2025 02",,,"MX - Mexico","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1956,67548270
"2025 02",,,"MY - Malaysia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,165,12373122
"2025 02",,,"MY - Malaysia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,703,59914881
"2025 02",,,"NG - Nigeria","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,312,18007785
"2025 02",,,"NI - Nicaragua","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1361,21315528
"2025 02",,,"NL - Netherlands","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,27,2278162
"2025 02",,,"NO - Norway","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,282,23944406
"2025 02",,,"PA - Panama","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,41,2193316
"2025 02",,,"PE - Peru","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,11465,248040333
"2025 02",,,"PH - Philippines","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,3551,261023481
"2025 02",,,"PL - Poland","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,111,9393611
"2025 02",,,"RO - Romania","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,109,5614615
"2025 02",,,"RO - Romania","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,13,1081476
"2025 02",,,"RS - Serbia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,9,723800
"2025 02",,,"RU - Russia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,2372,199556402
"2025 02",,,"SA - Saudi Arabia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,1790,152284815
"2025 02",,,"SE - Sweden","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,288,20288216
"2025 02",,,"SE - Sweden","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,26,2182359
"2025 02",,,"SG - Singapore","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,779,62641929
